Date,Store ID,Product ID,Category,Region,Predicted Demand
2024-01-31,S002,P0013,Groceries,South,105.24
2024-02-01,S002,P0013,Groceries,South,95.29
2024-02-02,S002,P0013,Groceries,South,85.28
2024-02-03,S002,P0013,Groceries,South,85.31
2024-02-04,S002,P0013,Groceries,South,83.58
2024-02-05,S002,P0013,Groceries,South,83.73
2024-02-06,S002,P0013,Groceries,South,82.74
2024-01-31,S002,P0014,Electronics,South,93.13
2024-02-01,S002,P0014,Electronics,South,87.68
2024-02-02,S002,P0014,Electronics,South,82.42
2024-02-03,S002,P0014,Electronics,South,87.59
2024-02-04,S002,P0014,Electronics,South,89.7
2024-02-05,S002,P0014,Electronics,South,83.91
2024-02-06,S002,P0014,Electronics,South,81.55
2024-01-31,S002,P0015,Clothing,South,70.12
2024-02-01,S002,P0015,Clothing,South,66.32
2024-02-02,S002,P0015,Clothing,South,64.74
2024-02-03,S002,P0015,Clothing,South,65.91
2024-02-04,S002,P0015,Clothing,South,68.04
2024-02-05,S002,P0015,Clothing,South,69.03
2024-02-06,S002,P0015,Clothing,South,68.0
2024-01-31,S002,P0016,Clothing,South,95.9
2024-02-01,S002,P0016,Clothing,South,88.85
2024-02-02,S002,P0016,Clothing,South,87.09
2024-02-03,S002,P0016,Clothing,South,84.84
2024-02-04,S002,P0016,Clothing,South,78.92
2024-02-05,S002,P0016,Clothing,South,78.19
2024-02-06,S002,P0016,Clothing,South,72.82
2024-01-31,S002,P0017,Toys,South,59.47
2024-02-01,S002,P0017,Toys,South,53.89
2024-02-02,S002,P0017,Toys,South,46.75
2024-02-03,S002,P0017,Toys,South,45.82
2024-02-04,S002,P0017,Toys,South,44.06
2024-02-05,S002,P0017,Toys,South,48.12
2024-02-06,S002,P0017,Toys,South,50.64
2024-01-31,S002,P0018,Clothing,South,153.04
2024-02-01,S002,P0018,Clothing,South,156.99
2024-02-02,S002,P0018,Clothing,South,158.0
2024-02-03,S002,P0018,Clothing,South,160.29
2024-02-04,S002,P0018,Clothing,South,158.25
2024-02-05,S002,P0018,Clothing,South,161.71
2024-02-06,S002,P0018,Clothing,South,161.57
2024-01-31,S002,P0019,Clothing,South,116.8
2024-02-01,S002,P0019,Clothing,South,117.59
2024-02-02,S002,P0019,Clothing,South,112.07
2024-02-03,S002,P0019,Clothing,South,111.44
2024-02-04,S002,P0019,Clothing,South,113.17
2024-02-05,S002,P0019,Clothing,South,113.11
2024-02-06,S002,P0019,Clothing,South,113.02
2024-01-31,S002,P0020,Furniture,South,62.27
2024-02-01,S002,P0020,Furniture,South,62.69
2024-02-02,S002,P0020,Furniture,South,58.67
2024-02-03,S002,P0020,Furniture,South,57.65
2024-02-04,S002,P0020,Furniture,South,55.4
2024-02-05,S002,P0020,Furniture,South,53.17
2024-02-06,S002,P0020,Furniture,South,50.33
2024-01-31,S003,P0001,Toys,East,60.37
2024-02-01,S003,P0001,Toys,East,62.23
2024-02-02,S003,P0001,Toys,East,62.47
2024-02-03,S003,P0001,Toys,East,61.65
2024-02-04,S003,P0001,Toys,East,59.05
2024-02-05,S003,P0001,Toys,East,52.47
2024-02-06,S003,P0001,Toys,East,53.26
2024-01-31,S003,P0002,Groceries,East,110.41
2024-02-01,S003,P0002,Groceries,East,105.76
2024-02-02,S003,P0002,Groceries,East,107.52
2024-02-03,S003,P0002,Groceries,East,107.77
2024-02-04,S003,P0002,Groceries,East,106.53
2024-02-05,S003,P0002,Groceries,East,108.29
2024-02-06,S003,P0002,Groceries,East,108.02
2024-01-31,S003,P0003,Electronics,East,107.6
2024-02-01,S003,P0003,Electronics,East,109.77
2024-02-02,S003,P0003,Electronics,East,111.78
2024-02-03,S003,P0003,Electronics,East,112.05
2024-02-04,S003,P0003,Electronics,East,114.37
2024-02-05,S003,P0003,Electronics,East,109.94
2024-02-06,S003,P0003,Electronics,East,110.9
2024-01-31,S003,P0004,Groceries,East,84.42
2024-02-01,S003,P0004,Groceries,East,82.88
2024-02-02,S003,P0004,Groceries,East,81.61
2024-02-03,S003,P0004,Groceries,East,75.75
2024-02-04,S003,P0004,Groceries,East,73.76
2024-02-05,S003,P0004,Groceries,East,73.7
2024-02-06,S003,P0004,Groceries,East,75.54
2024-01-31,S003,P0005,Toys,East,99.63
2024-02-01,S003,P0005,Toys,East,85.52
2024-02-02,S003,P0005,Toys,East,86.62
2024-02-03,S003,P0005,Toys,East,85.07
2024-02-04,S003,P0005,Toys,East,82.62
2024-02-05,S003,P0005,Toys,East,85.09
2024-02-06,S003,P0005,Toys,East,81.96
2024-01-31,S003,P0006,Toys,East,137.59
2024-02-01,S003,P0006,Toys,East,137.23
2024-02-02,S003,P0006,Toys,East,137.12
2024-02-03,S003,P0006,Toys,East,136.51
2024-02-04,S003,P0006,Toys,East,137.66
2024-02-05,S003,P0006,Toys,East,136.15
2024-02-06,S003,P0006,Toys,East,137.23
2024-01-31,S002,P0005,Electronics,South,147.32
2024-02-01,S002,P0005,Electronics,South,153.95
2024-02-02,S002,P0005,Electronics,South,159.73
2024-02-03,S002,P0005,Electronics,South,161.79
2024-02-04,S002,P0005,Electronics,South,161.89
2024-02-05,S002,P0005,Electronics,South,172.99
2024-02-06,S002,P0005,Electronics,South,178.64
2024-01-31,S003,P0007,Groceries,East,93.87
2024-02-01,S003,P0007,Groceries,East,68.98
2024-02-02,S003,P0007,Groceries,East,58.33
2024-02-03,S003,P0007,Groceries,East,52.3
2024-02-04,S003,P0007,Groceries,East,53.92
2024-02-05,S003,P0007,Groceries,East,52.68
2024-02-06,S003,P0007,Groceries,East,53.23
2024-01-31,S002,P0004,Groceries,South,83.9
2024-02-01,S002,P0004,Groceries,South,93.63
2024-02-02,S002,P0004,Groceries,South,97.84
2024-02-03,S002,P0004,Groceries,South,99.44
2024-02-04,S002,P0004,Groceries,South,102.31
2024-02-05,S002,P0004,Groceries,South,98.81
2024-02-06,S002,P0004,Groceries,South,90.06
2024-01-31,S002,P0002,Toys,South,82.68
2024-02-01,S002,P0002,Toys,South,92.88
2024-02-02,S002,P0002,Toys,South,92.22
2024-02-03,S002,P0002,Toys,South,91.98
2024-02-04,S002,P0002,Toys,South,83.5
2024-02-05,S002,P0002,Toys,South,80.09
2024-02-06,S002,P0002,Toys,South,79.23
2024-01-31,S001,P0001,Electronics,North,109.45
2024-02-01,S001,P0001,Electronics,North,105.8
2024-02-02,S001,P0001,Electronics,North,106.97
2024-02-03,S001,P0001,Electronics,North,104.41
2024-02-04,S001,P0001,Electronics,North,102.08
2024-02-05,S001,P0001,Electronics,North,99.99
2024-02-06,S001,P0001,Electronics,North,100.66
2024-01-31,S001,P0002,Clothing,North,111.5
2024-02-01,S001,P0002,Clothing,North,107.74
2024-02-02,S001,P0002,Clothing,North,104.94
2024-02-03,S001,P0002,Clothing,North,106.69
2024-02-04,S001,P0002,Clothing,North,107.42
2024-02-05,S001,P0002,Clothing,North,109.13
2024-02-06,S001,P0002,Clothing,North,105.64
2024-01-31,S001,P0003,Clothing,North,122.33
2024-02-01,S001,P0003,Clothing,North,119.68
2024-02-02,S001,P0003,Clothing,North,114.34
2024-02-03,S001,P0003,Clothing,North,116.05
2024-02-04,S001,P0003,Clothing,North,115.17
2024-02-05,S001,P0003,Clothing,North,109.63
2024-02-06,S001,P0003,Clothing,North,111.4
2024-01-31,S001,P0004,Electronics,North,99.21
2024-02-01,S001,P0004,Electronics,North,91.54
2024-02-02,S001,P0004,Electronics,North,89.57
2024-02-03,S001,P0004,Electronics,North,93.29
2024-02-04,S001,P0004,Electronics,North,88.35
2024-02-05,S001,P0004,Electronics,North,80.87
2024-02-06,S001,P0004,Electronics,North,75.95
2024-01-31,S001,P0005,Groceries,North,46.92
2024-02-01,S001,P0005,Groceries,North,47.77
2024-02-02,S001,P0005,Groceries,North,47.82
2024-02-03,S001,P0005,Groceries,North,43.89
2024-02-04,S001,P0005,Groceries,North,45.74
2024-02-05,S001,P0005,Groceries,North,62.01
2024-02-06,S001,P0005,Groceries,North,61.43
2024-01-31,S001,P0006,Toys,North,88.94
2024-02-01,S001,P0006,Toys,North,89.28
2024-02-02,S001,P0006,Toys,North,87.8
2024-02-03,S001,P0006,Toys,North,90.34
2024-02-04,S001,P0006,Toys,North,87.95
2024-02-05,S001,P0006,Toys,North,88.74
2024-02-06,S001,P0006,Toys,North,85.57
2024-01-31,S001,P0007,Groceries,North,65.47
2024-02-01,S001,P0007,Groceries,North,59.76
2024-02-02,S001,P0007,Groceries,North,51.72
2024-02-03,S001,P0007,Groceries,North,48.22
2024-02-04,S001,P0007,Groceries,North,43.75
2024-02-05,S001,P0007,Groceries,North,43.73
2024-02-06,S001,P0007,Groceries,North,64.57
2024-01-31,S001,P0008,Electronics,North,66.76
2024-02-01,S001,P0008,Electronics,North,77.66
2024-02-02,S001,P0008,Electronics,North,74.59
2024-02-03,S001,P0008,Electronics,North,70.84
2024-02-04,S001,P0008,Electronics,North,71.41
2024-02-05,S001,P0008,Electronics,North,69.86
2024-02-06,S001,P0008,Electronics,North,65.55
2024-01-31,S001,P0009,Clothing,North,77.99
2024-02-01,S001,P0009,Clothing,North,74.05
2024-02-02,S001,P0009,Clothing,North,73.15
2024-02-03,S001,P0009,Clothing,North,70.12
2024-02-04,S001,P0009,Clothing,North,68.72
2024-02-05,S001,P0009,Clothing,North,69.75
2024-02-06,S001,P0009,Clothing,North,68.97
2024-01-31,S001,P0010,Furniture,North,69.51
2024-02-01,S001,P0010,Furniture,North,69.01
2024-02-02,S001,P0010,Furniture,North,70.22
2024-02-03,S001,P0010,Furniture,North,69.09
2024-02-04,S001,P0010,Furniture,North,69.87
2024-02-05,S001,P0010,Furniture,North,68.12
2024-02-06,S001,P0010,Furniture,North,67.28
2024-01-31,S001,P0011,Furniture,North,52.31
2024-02-01,S001,P0011,Furniture,North,52.92
2024-02-02,S001,P0011,Furniture,North,53.98
2024-02-03,S001,P0011,Furniture,North,54.46
2024-02-04,S001,P0011,Furniture,North,54.44
2024-02-05,S001,P0011,Furniture,North,53.86
2024-02-06,S001,P0011,Furniture,North,50.72
2024-01-31,S001,P0012,Groceries,North,75.85
2024-02-01,S001,P0012,Groceries,North,69.91
2024-02-02,S001,P0012,Groceries,North,63.88
2024-02-03,S001,P0012,Groceries,North,61.9
2024-02-04,S001,P0012,Groceries,North,60.29
2024-02-05,S001,P0012,Groceries,North,58.0
2024-02-06,S001,P0012,Groceries,North,53.44
2024-01-31,S001,P0013,Toys,North,124.65
2024-02-01,S001,P0013,Toys,North,132.62
2024-02-02,S001,P0013,Toys,North,130.95
2024-02-03,S001,P0013,Toys,North,132.01
2024-02-04,S001,P0013,Toys,North,132.95
2024-02-05,S001,P0013,Toys,North,131.2
2024-02-06,S001,P0013,Toys,North,131.5
2024-01-31,S001,P0014,Groceries,North,80.3
2024-02-01,S001,P0014,Groceries,North,70.43
2024-02-02,S001,P0014,Groceries,North,67.05
2024-02-03,S001,P0014,Groceries,North,67.64
2024-02-04,S001,P0014,Groceries,North,65.94
2024-02-05,S001,P0014,Groceries,North,65.2
2024-02-06,S001,P0014,Groceries,North,60.53
2024-01-31,S001,P0015,Toys,North,95.72
2024-02-01,S001,P0015,Toys,North,100.47
2024-02-02,S001,P0015,Toys,North,96.53
2024-02-03,S001,P0015,Toys,North,97.34
2024-02-04,S001,P0015,Toys,North,89.21
2024-02-05,S001,P0015,Toys,North,92.76
2024-02-06,S001,P0015,Toys,North,92.65
2024-01-31,S001,P0016,Groceries,North,85.42
2024-02-01,S001,P0016,Groceries,North,85.93
2024-02-02,S001,P0016,Groceries,North,87.59
2024-02-03,S001,P0016,Groceries,North,85.28
2024-02-04,S001,P0016,Groceries,North,85.74
2024-02-05,S001,P0016,Groceries,North,85.07
2024-02-06,S001,P0016,Groceries,North,81.76
2024-01-31,S001,P0017,Toys,North,74.84
2024-02-01,S001,P0017,Toys,North,69.27
2024-02-02,S001,P0017,Toys,North,65.06
2024-02-03,S001,P0017,Toys,North,64.34
2024-02-04,S001,P0017,Toys,North,58.02
2024-02-05,S001,P0017,Toys,North,54.49
2024-02-06,S001,P0017,Toys,North,48.4
2024-01-31,S001,P0018,Groceries,North,84.86
2024-02-01,S001,P0018,Groceries,North,88.58
2024-02-02,S001,P0018,Groceries,North,89.5
2024-02-03,S001,P0018,Groceries,North,88.79
2024-02-04,S001,P0018,Groceries,North,86.78
2024-02-05,S001,P0018,Groceries,North,86.04
2024-02-06,S001,P0018,Groceries,North,84.55
2024-01-31,S001,P0019,Furniture,North,74.8
2024-02-01,S001,P0019,Furniture,North,79.6
2024-02-02,S001,P0019,Furniture,North,67.43
2024-02-03,S001,P0019,Furniture,North,72.22
2024-02-04,S001,P0019,Furniture,North,74.59
2024-02-05,S001,P0019,Furniture,North,74.63
2024-02-06,S001,P0019,Furniture,North,72.38
2024-01-31,S001,P0020,Furniture,North,78.66
2024-02-01,S001,P0020,Furniture,North,82.39
2024-02-02,S001,P0020,Furniture,North,82.2
2024-02-03,S001,P0020,Furniture,North,82.54
2024-02-04,S001,P0020,Furniture,North,81.83
2024-02-05,S001,P0020,Furniture,North,81.76
2024-02-06,S001,P0020,Furniture,North,81.67
2024-01-31,S002,P0001,Groceries,South,89.19
2024-02-01,S002,P0001,Groceries,South,87.14
2024-02-02,S002,P0001,Groceries,South,86.37
2024-02-03,S002,P0001,Groceries,South,84.32
2024-02-04,S002,P0001,Groceries,South,81.68
2024-02-05,S002,P0001,Groceries,South,83.73
2024-02-06,S002,P0001,Groceries,South,84.03
2024-01-31,S002,P0003,Groceries,South,81.51
2024-02-01,S002,P0003,Groceries,South,80.65
2024-02-02,S002,P0003,Groceries,South,77.51
2024-02-03,S002,P0003,Groceries,South,78.52
2024-02-04,S002,P0003,Groceries,South,75.08
2024-02-05,S002,P0003,Groceries,South,64.11
2024-02-06,S002,P0003,Groceries,South,60.44
2024-01-31,S005,P0019,Furniture,North,71.57
2024-02-01,S005,P0019,Furniture,North,64.47
2024-02-02,S005,P0019,Furniture,North,60.85
2024-02-03,S005,P0019,Furniture,North,59.3
2024-02-04,S005,P0019,Furniture,North,58.86
2024-02-05,S005,P0019,Furniture,North,59.78
2024-02-06,S005,P0019,Furniture,North,58.77
2024-01-31,S003,P0008,Clothing,East,110.14
2024-02-01,S003,P0008,Clothing,East,110.03
2024-02-02,S003,P0008,Clothing,East,108.79
2024-02-03,S003,P0008,Clothing,East,107.28
2024-02-04,S003,P0008,Clothing,East,106.53
2024-02-05,S003,P0008,Clothing,East,105.04
2024-02-06,S003,P0008,Clothing,East,106.83
2024-01-31,S003,P0011,Electronics,East,116.6
2024-02-01,S003,P0011,Electronics,East,98.8
2024-02-02,S003,P0011,Electronics,East,84.06
2024-02-03,S003,P0011,Electronics,East,76.6
2024-02-04,S003,P0011,Electronics,East,74.16
2024-02-05,S003,P0011,Electronics,East,71.18
2024-02-06,S003,P0011,Electronics,East,64.64
2024-01-31,S004,P0017,Clothing,West,126.62
2024-02-01,S004,P0017,Clothing,West,132.26
2024-02-02,S004,P0017,Clothing,West,134.13
2024-02-03,S004,P0017,Clothing,West,134.82
2024-02-04,S004,P0017,Clothing,West,136.41
2024-02-05,S004,P0017,Clothing,West,133.25
2024-02-06,S004,P0017,Clothing,West,134.67
2024-01-31,S004,P0018,Furniture,West,73.34
2024-02-01,S004,P0018,Furniture,West,72.55
2024-02-02,S004,P0018,Furniture,West,72.07
2024-02-03,S004,P0018,Furniture,West,72.17
2024-02-04,S004,P0018,Furniture,West,72.58
2024-02-05,S004,P0018,Furniture,West,70.9
2024-02-06,S004,P0018,Furniture,West,71.55
2024-01-31,S004,P0019,Clothing,West,114.43
2024-02-01,S004,P0019,Clothing,West,103.83
2024-02-02,S004,P0019,Clothing,West,98.43
2024-02-03,S004,P0019,Clothing,West,94.79
2024-02-04,S004,P0019,Clothing,West,94.54
2024-02-05,S004,P0019,Clothing,West,93.56
2024-02-06,S004,P0019,Clothing,West,90.71
2024-01-31,S004,P0020,Furniture,West,89.67
2024-02-01,S004,P0020,Furniture,West,88.3
2024-02-02,S004,P0020,Furniture,West,86.77
2024-02-03,S004,P0020,Furniture,West,86.51
2024-02-04,S004,P0020,Furniture,West,85.78
2024-02-05,S004,P0020,Furniture,West,88.09
2024-02-06,S004,P0020,Furniture,West,87.07
2024-01-31,S005,P0001,Groceries,North,93.82
2024-02-01,S005,P0001,Groceries,North,86.58
2024-02-02,S005,P0001,Groceries,North,82.84
2024-02-03,S005,P0001,Groceries,North,84.71
2024-02-04,S005,P0001,Groceries,North,85.16
2024-02-05,S005,P0001,Groceries,North,84.95
2024-02-06,S005,P0001,Groceries,North,80.0
2024-01-31,S005,P0002,Electronics,North,144.78
2024-02-01,S005,P0002,Electronics,North,147.68
2024-02-02,S005,P0002,Electronics,North,152.01
2024-02-03,S005,P0002,Electronics,North,150.83
2024-02-04,S005,P0002,Electronics,North,157.02
2024-02-05,S005,P0002,Electronics,North,161.64
2024-02-06,S005,P0002,Electronics,North,165.25
2024-01-31,S005,P0003,Toys,North,94.67
2024-02-01,S005,P0003,Toys,North,73.02
2024-02-02,S005,P0003,Toys,North,65.87
2024-02-03,S005,P0003,Toys,North,57.78
2024-02-04,S005,P0003,Toys,North,53.71
2024-02-05,S005,P0003,Toys,North,48.5
2024-02-06,S005,P0003,Toys,North,45.89
2024-01-31,S005,P0004,Groceries,North,121.31
2024-02-01,S005,P0004,Groceries,North,123.23
2024-02-02,S005,P0004,Groceries,North,125.03
2024-02-03,S005,P0004,Groceries,North,126.93
2024-02-04,S005,P0004,Groceries,North,123.48
2024-02-05,S005,P0004,Groceries,North,124.55
2024-02-06,S005,P0004,Groceries,North,125.58
2024-01-31,S005,P0005,Groceries,North,125.72
2024-02-01,S005,P0005,Groceries,North,135.86
2024-02-02,S005,P0005,Groceries,North,144.91
2024-02-03,S005,P0005,Groceries,North,144.76
2024-02-04,S005,P0005,Groceries,North,147.22
2024-02-05,S005,P0005,Groceries,North,148.32
2024-02-06,S005,P0005,Groceries,North,150.74
2024-01-31,S005,P0006,Groceries,North,120.98
2024-02-01,S005,P0006,Groceries,North,93.42
2024-02-02,S005,P0006,Groceries,North,79.78
2024-02-03,S005,P0006,Groceries,North,71.4
2024-02-04,S005,P0006,Groceries,North,66.0
2024-02-05,S005,P0006,Groceries,North,64.35
2024-02-06,S005,P0006,Groceries,North,61.54
2024-01-31,S005,P0007,Groceries,North,51.32
2024-02-01,S005,P0007,Groceries,North,50.56
2024-02-02,S005,P0007,Groceries,North,54.1
2024-02-03,S005,P0007,Groceries,North,53.41
2024-02-04,S005,P0007,Groceries,North,51.5
2024-02-05,S005,P0007,Groceries,North,51.78
2024-02-06,S005,P0007,Groceries,North,57.49
2024-01-31,S005,P0008,Groceries,North,78.34
2024-02-01,S005,P0008,Groceries,North,79.76
2024-02-02,S005,P0008,Groceries,North,79.86
2024-02-03,S005,P0008,Groceries,North,79.28
2024-02-04,S005,P0008,Groceries,North,80.45
2024-02-05,S005,P0008,Groceries,North,76.95
2024-02-06,S005,P0008,Groceries,North,64.26
2024-01-31,S005,P0009,Groceries,North,76.18
2024-02-01,S005,P0009,Groceries,North,62.98
2024-02-02,S005,P0009,Groceries,North,58.57
2024-02-03,S005,P0009,Groceries,North,56.39
2024-02-04,S005,P0009,Groceries,North,50.68
2024-02-05,S005,P0009,Groceries,North,48.93
2024-02-06,S005,P0009,Groceries,North,48.75
2024-01-31,S005,P0010,Groceries,North,72.66
2024-02-01,S005,P0010,Groceries,North,61.53
2024-02-02,S005,P0010,Groceries,North,61.51
2024-02-03,S005,P0010,Groceries,North,59.3
2024-02-04,S005,P0010,Groceries,North,55.08
2024-02-05,S005,P0010,Groceries,North,52.62
2024-02-06,S005,P0010,Groceries,North,50.65
2024-01-31,S005,P0011,Electronics,North,59.25
2024-02-01,S005,P0011,Electronics,North,53.81
2024-02-02,S005,P0011,Electronics,North,48.45
2024-02-03,S005,P0011,Electronics,North,44.66
2024-02-04,S005,P0011,Electronics,North,47.55
2024-02-05,S005,P0011,Electronics,North,56.78
2024-02-06,S005,P0011,Electronics,North,54.33
2024-01-31,S005,P0012,Furniture,North,59.62
2024-02-01,S005,P0012,Furniture,North,56.48
2024-02-02,S005,P0012,Furniture,North,59.56
2024-02-03,S005,P0012,Furniture,North,63.89
2024-02-04,S005,P0012,Furniture,North,67.05
2024-02-05,S005,P0012,Furniture,North,65.68
2024-02-06,S005,P0012,Furniture,North,62.54
2024-01-31,S005,P0013,Groceries,North,84.87
2024-02-01,S005,P0013,Groceries,North,76.1
2024-02-02,S005,P0013,Groceries,North,71.75
2024-02-03,S005,P0013,Groceries,North,67.32
2024-02-04,S005,P0013,Groceries,North,67.48
2024-02-05,S005,P0013,Groceries,North,69.32
2024-02-06,S005,P0013,Groceries,North,69.72
2024-01-31,S005,P0014,Furniture,North,96.2
2024-02-01,S005,P0014,Furniture,North,97.36
2024-02-02,S005,P0014,Furniture,North,95.82
2024-02-03,S005,P0014,Furniture,North,95.49
2024-02-04,S005,P0014,Furniture,North,84.58
2024-02-05,S005,P0014,Furniture,North,81.45
2024-02-06,S005,P0014,Furniture,North,78.91
2024-01-31,S005,P0015,Groceries,North,112.64
2024-02-01,S005,P0015,Groceries,North,106.56
2024-02-02,S005,P0015,Groceries,North,103.88
2024-02-03,S005,P0015,Groceries,North,100.34
2024-02-04,S005,P0015,Groceries,North,98.99
2024-02-05,S005,P0015,Groceries,North,101.05
2024-02-06,S005,P0015,Groceries,North,100.21
2024-01-31,S005,P0016,Toys,North,56.58
2024-02-01,S005,P0016,Toys,North,50.02
2024-02-02,S005,P0016,Toys,North,50.23
2024-02-03,S005,P0016,Toys,North,48.97
2024-02-04,S005,P0016,Toys,North,47.27
2024-02-05,S005,P0016,Toys,North,48.23
2024-02-06,S005,P0016,Toys,North,48.93
2024-01-31,S005,P0017,Toys,North,130.38
2024-02-01,S005,P0017,Toys,North,132.15
2024-02-02,S005,P0017,Toys,North,131.28
2024-02-03,S005,P0017,Toys,North,132.38
2024-02-04,S005,P0017,Toys,North,130.59
2024-02-05,S005,P0017,Toys,North,128.96
2024-02-06,S005,P0017,Toys,North,130.38
2024-01-31,S004,P0016,Furniture,West,46.14
2024-02-01,S004,P0016,Furniture,West,45.42
2024-02-02,S004,P0016,Furniture,West,45.4
2024-02-03,S004,P0016,Furniture,West,43.95
2024-02-04,S004,P0016,Furniture,West,46.93
2024-02-05,S004,P0016,Furniture,West,47.22
2024-02-06,S004,P0016,Furniture,West,48.49
2024-01-31,S003,P0009,Groceries,East,149.31
2024-02-01,S003,P0009,Groceries,East,152.27
2024-02-02,S003,P0009,Groceries,East,156.1
2024-02-03,S003,P0009,Groceries,East,158.52
2024-02-04,S003,P0009,Groceries,East,158.98
2024-02-05,S003,P0009,Groceries,East,161.11
2024-02-06,S003,P0009,Groceries,East,164.3
2024-01-31,S004,P0015,Furniture,West,53.04
2024-02-01,S004,P0015,Furniture,West,57.69
2024-02-02,S004,P0015,Furniture,West,57.95
2024-02-03,S004,P0015,Furniture,West,54.49
2024-02-04,S004,P0015,Furniture,West,51.54
2024-02-05,S004,P0015,Furniture,West,53.64
2024-02-06,S004,P0015,Furniture,West,53.51
2024-01-31,S004,P0013,Groceries,West,46.33
2024-02-01,S004,P0013,Groceries,West,44.65
2024-02-02,S004,P0013,Groceries,West,47.14
2024-02-03,S004,P0013,Groceries,West,42.65
2024-02-04,S004,P0013,Groceries,West,44.76
2024-02-05,S004,P0013,Groceries,West,43.51
2024-02-06,S004,P0013,Groceries,West,42.52
2024-01-31,S003,P0012,Furniture,East,61.12
2024-02-01,S003,P0012,Furniture,East,62.14
2024-02-02,S003,P0012,Furniture,East,62.18
2024-02-03,S003,P0012,Furniture,East,62.02
2024-02-04,S003,P0012,Furniture,East,59.57
2024-02-05,S003,P0012,Furniture,East,54.94
2024-02-06,S003,P0012,Furniture,East,53.51
2024-01-31,S003,P0013,Groceries,East,117.16
2024-02-01,S003,P0013,Groceries,East,117.1
2024-02-02,S003,P0013,Groceries,East,111.57
2024-02-03,S003,P0013,Groceries,East,108.74
2024-02-04,S003,P0013,Groceries,East,104.27
2024-02-05,S003,P0013,Groceries,East,101.8
2024-02-06,S003,P0013,Groceries,East,100.54
2024-01-31,S003,P0014,Groceries,East,150.12
2024-02-01,S003,P0014,Groceries,East,147.42
2024-02-02,S003,P0014,Groceries,East,147.29
2024-02-03,S003,P0014,Groceries,East,146.18
2024-02-04,S003,P0014,Groceries,East,144.29
2024-02-05,S003,P0014,Groceries,East,143.6
2024-02-06,S003,P0014,Groceries,East,144.46
2024-01-31,S003,P0015,Groceries,East,134.63
